Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price ZAR,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url
cushman-mango-banana,Cushman Mango Banana,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_cb3e0ce2ec474f90aacdd9a4a270def5~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_30bec333-928f-7d8f-2ad7-a5952310f136,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_cb3e0ce2ec474f90aacdd9a4a270def5~mv2.webp
goo-goo-grape,Goo Goo Grape,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_90bc233da89d4470b1f57ce75511a04e~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_962e8b21-38fb-e3ba-7a5d-13339e5986e6,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_90bc233da89d4470b1f57ce75511a04e~mv2.webp
kiwi-passion-fruit-guava,Kiwi Passion Fruit Guava,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_21e0788981e241658629ad1685042eb1~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_a02785a1-7cce-7c95-0569-1acc638c8d8a,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_21e0788981e241658629ad1685042eb1~mv2.webp
malibu,Malibu,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_88566b60146a41c1876cec4f6be95ceb~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_4aae14a8-d1da-a063-5ced-ec6bd962fa6d,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_88566b60146a41c1876cec4f6be95ceb~mv2.webp
peach-ice,Peach Ice,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_d6d88fcfa1b546088a93d6c04b630f43~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_c9839445-2c85-0bdd-1523-50c1ad38104d,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_d6d88fcfa1b546088a93d6c04b630f43~mv2.webp
pineapple-ice,Pineapple Ice,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_4c5098a5d28245caafaf4302ebc99142~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_be13619a-d93e-d8ef-b1b6-fc4d8141a675,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_4c5098a5d28245caafaf4302ebc99142~mv2.webp
slow-blow,Slow Blow,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_042610b5b02e47b7ae7836d254ac98d4~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_99edaa3b-4834-481b-c15c-d0b9d224fdb0,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_042610b5b02e47b7ae7836d254ac98d4~mv2.webp
strawberry-ice,Strawberry Ice,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_d17de248a8254b2998bc937843768458~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_a67a1a00-dcc3-a6e8-879c-9f6e82996114,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_d17de248a8254b2998bc937843768458~mv2.webp
raspberry-twist,Raspberry Twist,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_c3be10de441b4367b13df353826094b7~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_cc5a6ad1-c9a2-e9ca-da86-cfb920397b7f,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_c3be10de441b4367b13df353826094b7~mv2.webp
strawberry-kiwi,Strawberry Kiwi,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_e0b3aebd9b594af38e4afa7f8f051719~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_9a822896-29f4-dd93-feb3-7250f96b34ab,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_e0b3aebd9b594af38e4afa7f8f051719~mv2.webp
strawberry-mint-lemonade,Strawberry Mint Lemonade,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_8c5bff537d1b4309b3d58e01fc62610f~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_f385f491-b7f1-a35a-4a77-e1490368c545,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_8c5bff537d1b4309b3d58e01fc62610f~mv2.webp
strawberry-lemon-ice,Strawberry Lemon Ice,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_ea1a895153cf4395ad801adbb4d82037~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_4546a7bd-558b-7df7-6830-e68b140bccd5,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_ea1a895153cf4395ad801adbb4d82037~mv2.webp
tangy-apple-splash,Tangy Apple Splash,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_17c94c1692a44267a7bc5f72b7f635a6~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_f2cc6683-d157-c0a9-2815-84704f4d7c51,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_17c94c1692a44267a7bc5f72b7f635a6~mv2.webp
tropical-cherry,Tropical Cherry,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_6926b14628f24579804722e3e3dc31b8~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_dedbe985-7d3b-56d0-e2b2-b91ef769a985,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_6926b14628f24579804722e3e3dc31b8~mv2.webp
watermelon-ice,Watermelon Ice,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_7cb547a00ff8426f92034cd97ea0764e~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_f22d7721-0f54-a045-ae78-456eacbc9d25,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_7cb547a00ff8426f92034cd97ea0764e~mv2.webp
berry-grape,Berry Grape,,"<p>The NASTY BAR D16Ki is a rechargeable Nicotine Salt Disposable Device that delivers up to 16,000 puffs of pure flavour satisfaction. &nbsp;</p><p>&nbsp;</p><p>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end.&nbsp;</p><p>&nbsp;</p><p>It also has a Dynamic Control feature which allows you to switch modes based on your preference at the press of a button.</p>",published,https://static.wixstatic.com/media/98377e_630c042e26ca4b72b893c7ba07e51d66~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_a5f3a301-12ec-bfd6-10c3-e17d5c1ea345,Default,Vape-Nasty-D16Ki,,TRUE,FALSE,,,,,,,,,260.0,Option,Default,https://static.wixstatic.com/media/98377e_630c042e26ca4b72b893c7ba07e51d66~mv2.webp
blackberry-ice,Blackberry Ice,,"<p>The NASTY BAR D16Ki is a rechargeable Nicotine Salt Disposable Device that delivers up to 16,000 puffs of pure flavour satisfaction. &nbsp;</p><p>&nbsp;</p><p>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end.&nbsp;</p><p>&nbsp;</p><p>It also has a Dynamic Control feature which allows you to switch modes based on your preference at the press of a button.</p>",published,https://static.wixstatic.com/media/98377e_1c71c6096258440da8d01544586c80bd~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_06898d3c-b768-b2ff-388d-65f7bf5e909a,Default,Vape-Nasty-D16Ki,,TRUE,FALSE,,,,,,,,,260.0,Option,Default,https://static.wixstatic.com/media/98377e_1c71c6096258440da8d01544586c80bd~mv2.webp
cherry-peach-raspberry,Cherry Peach Raspberry,,"<p>The NASTY BAR D16Ki is a rechargeable Nicotine Salt Disposable Device that delivers up to 16,000 puffs of pure flavour satisfaction. &nbsp;</p><p>&nbsp;</p><p>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end.&nbsp;</p><p>&nbsp;</p><p>It also has a Dynamic Control feature which allows you to switch modes based on your preference at the press of a button.</p>",published,https://static.wixstatic.com/media/98377e_c6e8851a9ab54f839190502247aa4338~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_a2b1d362-1013-bdbb-e1f9-88312c027e3e,Default,Vape-Nasty-D16Ki,,TRUE,FALSE,,,,,,,,,260.0,Option,Default,https://static.wixstatic.com/media/98377e_c6e8851a9ab54f839190502247aa4338~mv2.webp
arctic-mint,Arctic Mint,,"<p>The NASTY BAR D16Ki is a rechargeable Nicotine Salt Disposable Device that delivers up to 16,000 puffs of pure flavour satisfaction. &nbsp;</p><p>&nbsp;</p><p>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end.&nbsp;</p><p>&nbsp;</p><p>It also has a Dynamic Control feature which allows you to switch modes based on your preference at the press of a button.</p>",published,https://static.wixstatic.com/media/98377e_90f3ac24aeb64c2c87469a6b55677adf~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_8036964a-9c4e-5318-8560-0d975a2c9aba,Default,Vape-Nasty-D16Ki,,TRUE,FALSE,,,,,,,,,260.0,Option,Default,https://static.wixstatic.com/media/98377e_90f3ac24aeb64c2c87469a6b55677adf~mv2.webp
cola-ice,Cola Ice,,"<p>The NASTY BAR D16Ki is a rechargeable Nicotine Salt Disposable Device that delivers up to 16,000 puffs of pure flavour satisfaction. &nbsp;</p><p>&nbsp;</p><p>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end.&nbsp;</p><p>&nbsp;</p><p>It also has a Dynamic Control feature which allows you to switch modes based on your preference at the press of a button.</p>",published,https://static.wixstatic.com/media/98377e_d2ec535b107242aeb62fd2b73e86a38b~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_ed3bd60b-e4c0-c548-123b-9376adcf1b59,Default,Vape-Nasty-D16Ki,,TRUE,FALSE,,,,,,,,,260.0,Option,Default,https://static.wixstatic.com/media/98377e_d2ec535b107242aeb62fd2b73e86a38b~mv2.webp
double-watermelon,Double Watermelon,,"<p>The NASTY BAR D16Ki is a rechargeable Nicotine Salt Disposable Device that delivers up to 16,000 puffs of pure flavour satisfaction. &nbsp;</p><p>&nbsp;</p><p>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end.&nbsp;</p><p>&nbsp;</p><p>It also has a Dynamic Control feature which allows you to switch modes based on your preference at the press of a button.</p>",published,https://static.wixstatic.com/media/98377e_c67a6d76e1bf4c6b90db3d361deece0a~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_e2a74899-e260-a03a-c1c8-72e48c9bdd9a,Default,Vape-Nasty-D16Ki,,TRUE,FALSE,,,,,,,,,260.0,Option,Default,https://static.wixstatic.com/media/98377e_c67a6d76e1bf4c6b90db3d361deece0a~mv2.webp
grape-ice,Grape Ice,,"<p>The NASTY BAR D16Ki is a rechargeable Nicotine Salt Disposable Device that delivers up to 16,000 puffs of pure flavour satisfaction. &nbsp;</p><p>&nbsp;</p><p>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end.&nbsp;</p><p>&nbsp;</p><p>It also has a Dynamic Control feature which allows you to switch modes based on your preference at the press of a button.</p>",published,https://static.wixstatic.com/media/98377e_f7d55f95b55c44deb8f0d5c388443720~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_d883315d-adff-b7ca-4354-78fa41ba5dcc,Default,Vape-Nasty-D16Ki,,TRUE,FALSE,,,,,,,,,260.0,Option,Default,https://static.wixstatic.com/media/98377e_f7d55f95b55c44deb8f0d5c388443720~mv2.webp
